cole_depto_ubicacion,cole_mcpio_ubicacion,estu_depto_presentacion,estu_depto_reside,fami_tienecomputador,fami_tieneinternet,punt_matematicas,punt_lectura_critica,punt_ingles,punt_c_naturales,punt_sociales_ciudadanas,punt_global,grupo_tec
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,64.0,71.0,56.0,63.0,310.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,68.0,69.0,56.0,70.0,65.0,335.0,Computador + internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,Si,Si,51.0,48.0,61.0,46.0,42.0,239.0,Computador + internet
SANTANDER,GALAN,SANTANDER,SANTANDER,No,No,59.0,53.0,56.0,59.0,55.0,282.0,Sin acceso
SANTANDER,SUCRE,SANTANDER,SANTANDER,No,No,54.0,59.0,60.0,57.0,58.0,286.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,54.0,41.0,42.0,41.0,44.0,224.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,74.0,72.0,61.0,62.0,68.0,342.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,70.0,79.0,78.0,71.0,77.0,373.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,59.0,64.0,62.0,56.0,53.0,292.0,Solo internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,Si,25.0,40.0,31.0,40.0,34.0,172.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,65.0,60.0,59.0,52.0,300.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,52.0,54.0,35.0,45.0,49.0,244.0,Sin acceso
SANTANDER,BARICHARA,SANTANDER,SANTANDER,No,No,59.0,39.0,51.0,50.0,39.0,235.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,54.0,61.0,52.0,55.0,54.0,278.0,Solo internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,64.0,65.0,51.0,67.0,72.0,329.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,69.0,63.0,64.0,66.0,58.0,320.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,48.0,52.0,55.0,40.0,40.0,229.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,61.0,53.0,65.0,58.0,304.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,49.0,46.0,50.0,48.0,38.0,228.0,Sin acceso
SANTANDER,EL CARMEN DE CHUCURI,SANTANDER,SANTANDER,No,No,45.0,50.0,34.0,46.0,39.0,221.0,Sin acceso
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,Si,66.0,63.0,56.0,58.0,63.0,310.0,Solo internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,62.0,66.0,82.0,57.0,55.0,308.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,54.0,64.0,52.0,57.0,58.0,289.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,65.0,64.0,56.0,61.0,59.0,309.0,Solo internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,Si,60.0,73.0,58.0,60.0,69.0,325.0,Solo internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,Si,61.0,61.0,71.0,66.0,69.0,324.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,67.0,62.0,62.0,62.0,317.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,Si,47.0,44.0,40.0,45.0,41.0,220.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,63.0,60.0,58.0,67.0,313.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,43.0,47.0,39.0,46.0,44.0,223.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,47.0,57.0,56.0,48.0,52.0,257.0,Computador + internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,Si,Si,58.0,58.0,61.0,53.0,65.0,293.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,65.0,64.0,58.0,54.0,55.0,297.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,52.0,42.0,43.0,43.0,36.0,216.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,51.0,47.0,34.0,44.0,44.0,228.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,57.0,59.0,56.0,55.0,54.0,281.0,Computador + internet
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,Si,63.0,64.0,53.0,64.0,62.0,312.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,59.0,45.0,32.0,43.0,39.0,227.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,58.0,47.0,48.0,48.0,44.0,246.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,37.0,55.0,45.0,43.0,34.0,212.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,83.0,79.0,82.0,74.0,73.0,388.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,59.0,57.0,46.0,54.0,47.0,268.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,71.0,58.0,57.0,63.0,56.0,308.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,68.0,72.0,71.0,64.0,69.0,342.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,51.0,41.0,38.0,38.0,42.0,213.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,67.0,69.0,68.0,61.0,62.0,325.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,63.0,74.0,58.0,61.0,313.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,54.0,56.0,52.0,45.0,46.0,252.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,42.0,46.0,51.0,40.0,42.0,216.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,50.0,61.0,42.0,50.0,54.0,264.0,Solo internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,No,58.0,50.0,38.0,56.0,49.0,260.0,Sin acceso
SANTANDER,BARBOSA,SANTANDER,SANTANDER,Si,Si,74.0,66.0,39.0,59.0,46.0,298.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,60.0,59.0,58.0,55.0,46.0,276.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,49.0,43.0,46.0,49.0,238.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,51.0,54.0,55.0,53.0,60.0,273.0,Computador + internet
SANTANDER,EL PENON,SANTANDER,SANTANDER,No,No,41.0,51.0,43.0,44.0,32.0,210.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,64.0,68.0,52.0,57.0,54.0,300.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,47.0,55.0,50.0,47.0,46.0,244.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,59.0,57.0,48.0,60.0,53.0,283.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,52.0,59.0,41.0,51.0,50.0,260.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,47.0,70.0,66.0,51.0,60.0,288.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,31.0,45.0,43.0,42.0,38.0,197.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,52.0,51.0,39.0,50.0,53.0,253.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,60.0,56.0,62.0,51.0,49.0,273.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,73.0,72.0,73.0,65.0,64.0,344.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,No,52.0,51.0,48.0,52.0,35.0,238.0,Sin acceso
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,No,Si,41.0,48.0,50.0,42.0,47.0,225.0,Solo internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,Si,Si,52.0,53.0,43.0,52.0,53.0,259.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,56.0,60.0,49.0,65.0,62.0,299.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,60.0,67.0,56.0,60.0,54.0,300.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,65.0,68.0,69.0,62.0,62.0,323.0,Computador + internet
SANTANDER,SAN JOSE DE MIRANDA,SANTANDER,SANTANDER,No,Si,61.0,55.0,52.0,47.0,48.0,263.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,51.0,53.0,48.0,55.0,51.0,261.0,Solo internet
SANTANDER,GUEPSA,SANTANDER,SANTANDER,Si,Si,72.0,69.0,82.0,77.0,72.0,366.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,73.0,66.0,74.0,71.0,73.0,355.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,58.0,66.0,57.0,57.0,54.0,293.0,Computador + internet
SANTANDER,CAPITANEJO,SANTANDER,SANTANDER,No,No,43.0,42.0,36.0,38.0,33.0,194.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,77.0,69.0,78.0,75.0,70.0,366.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,58.0,65.0,63.0,60.0,305.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,72.0,76.0,71.0,69.0,352.0,Computador + internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,52.0,51.0,43.0,48.0,41.0,238.0,Sin acceso
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,49.0,51.0,44.0,44.0,36.0,225.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,67.0,75.0,65.0,70.0,66.0,346.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,44.0,57.0,59.0,43.0,50.0,247.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,66.0,67.0,60.0,59.0,67.0,322.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,100.0,100.0,100.0,74.0,74.0,440.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,69.0,65.0,69.0,51.0,62.0,312.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,80.0,67.0,84.0,75.0,80.0,381.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,63.0,67.0,74.0,60.0,61.0,318.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,72.0,60.0,61.0,65.0,61.0,321.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,64.0,51.0,67.0,62.0,317.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,87.0,69.0,80.0,68.0,65.0,364.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,47.0,55.0,46.0,54.0,37.0,240.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,47.0,55.0,46.0,54.0,37.0,240.0,Computador + internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,44.0,50.0,40.0,45.0,44.0,227.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,47.0,52.0,41.0,44.0,40.0,227.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,56.0,55.0,69.0,53.0,59.0,284.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,70.0,70.0,64.0,69.0,65.0,340.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,67.0,71.0,64.0,72.0,67.0,345.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,41.0,39.0,42.0,45.0,39.0,205.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,53.0,62.0,59.0,58.0,292.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,74.0,75.0,73.0,62.0,348.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,36.0,40.0,39.0,40.0,38.0,193.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,36.0,40.0,39.0,40.0,38.0,193.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,37.0,41.0,35.0,43.0,34.0,191.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,49.0,39.0,31.0,44.0,37.0,207.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,49.0,39.0,31.0,44.0,37.0,207.0,Solo internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,49.0,50.0,41.0,55.0,55.0,257.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,49.0,38.0,47.0,40.0,227.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,49.0,38.0,47.0,40.0,227.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,54.0,46.0,49.0,52.0,47.0,248.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,65.0,63.0,45.0,64.0,55.0,303.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,45.0,47.0,58.0,51.0,49.0,244.0,Sin acceso
SANTANDER,LA BELLEZA,SANTANDER,SANTANDER,Si,Si,49.0,54.0,35.0,61.0,58.0,270.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,50.0,50.0,47.0,41.0,33.0,219.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,58.0,49.0,55.0,51.0,45.0,255.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,58.0,49.0,55.0,51.0,45.0,255.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,65.0,41.0,49.0,65.0,57.0,282.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,65.0,41.0,49.0,65.0,57.0,282.0,Sin acceso
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,45.0,32.0,49.0,47.0,37.0,205.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,77.0,71.0,59.0,67.0,76.0,358.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,52.0,43.0,40.0,47.0,52.0,239.0,Computador + internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,52.0,48.0,36.0,37.0,46.0,225.0,Sin acceso
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,52.0,48.0,36.0,37.0,46.0,225.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,No,No,74.0,67.0,79.0,78.0,65.0,358.0,Sin acceso
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,Si,Si,45.0,43.0,34.0,38.0,37.0,201.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,Si,Si,45.0,43.0,34.0,38.0,37.0,201.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,36.0,34.0,42.0,31.0,27.0,164.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,36.0,34.0,42.0,31.0,27.0,164.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,56.0,55.0,50.0,54.0,44.0,260.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,56.0,55.0,50.0,54.0,44.0,260.0,Sin acceso
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,No,No,34.0,37.0,31.0,43.0,40.0,190.0,Sin acceso
SANTANDER,MOGOTES,SANTANDER,SANTANDER,No,No,34.0,40.0,45.0,41.0,40.0,196.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,46.0,54.0,57.0,57.0,59.0,271.0,Computador + internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,No,59.0,65.0,46.0,59.0,64.0,303.0,Sin acceso
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,No,59.0,65.0,46.0,59.0,64.0,303.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,22.0,38.0,29.0,34.0,31.0,155.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,43.0,44.0,47.0,46.0,42.0,220.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,Si,Si,35.0,38.0,50.0,42.0,40.0,198.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,51.0,38.0,46.0,36.0,228.0,Computador + internet
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,Si,No,55.0,58.0,45.0,49.0,53.0,265.0,Solo computador
SANTANDER,ENCISO,SANTANDER,SANTANDER,No,No,59.0,59.0,54.0,56.0,58.0,289.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,44.0,49.0,29.0,40.0,48.0,220.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,44.0,49.0,29.0,40.0,48.0,220.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,67.0,66.0,84.0,67.0,62.0,335.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,38.0,43.0,37.0,38.0,45.0,203.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,No,50.0,51.0,49.0,42.0,42.0,232.0,Solo computador
SANTANDER,MOGOTES,SANTANDER,SANTANDER,No,No,44.0,40.0,36.0,31.0,45.0,198.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,49.0,63.0,69.0,57.0,67.0,299.0,Computador + internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,34.0,38.0,52.0,41.0,32.0,187.0,Computador + internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,34.0,38.0,52.0,41.0,32.0,187.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,59.0,63.0,59.0,66.0,59.0,308.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,72.0,72.0,50.0,72.0,69.0,348.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,45.0,52.0,53.0,57.0,58.0,265.0,Sin acceso
SANTANDER,VALLE DE SAN JOSE,SANTANDER,SANTANDER,No,No,51.0,49.0,57.0,42.0,47.0,240.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,No,46.0,45.0,50.0,55.0,44.0,238.0,Solo computador
SANTANDER,COROMORO,SANTANDER,SANTANDER,No,No,49.0,54.0,45.0,49.0,36.0,234.0,Sin acceso
SANTANDER,COROMORO,SANTANDER,SANTANDER,No,No,49.0,54.0,45.0,49.0,36.0,234.0,Sin acceso
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,36.0,40.0,33.0,38.0,36.0,186.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,54.0,54.0,55.0,53.0,283.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,36.0,37.0,33.0,39.0,40.0,188.0,Sin acceso
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,Si,Si,71.0,65.0,63.0,67.0,66.0,335.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,27.0,41.0,34.0,35.0,39.0,177.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,54.0,57.0,48.0,56.0,57.0,276.0,Sin acceso
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,No,No,65.0,60.0,60.0,60.0,48.0,292.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,74.0,86.0,65.0,59.0,341.0,Computador + internet
SANTANDER,COROMORO,SANTANDER,SANTANDER,Si,No,33.0,41.0,44.0,41.0,41.0,197.0,Solo computador
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,No,No,32.0,41.0,50.0,34.0,27.0,174.0,Sin acceso
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,No,48.0,47.0,44.0,48.0,42.0,230.0,Sin acceso
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,53.0,50.0,53.0,56.0,54.0,266.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,41.0,58.0,44.0,26.0,205.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,44.0,43.0,46.0,52.0,42.0,227.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,Si,No,43.0,49.0,41.0,38.0,44.0,217.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,50.0,50.0,38.0,48.0,43.0,235.0,Sin acceso
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,Si,Si,58.0,75.0,73.0,65.0,74.0,342.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,76.0,72.0,74.0,77.0,71.0,370.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,42.0,32.0,50.0,47.0,43.0,208.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,66.0,65.0,65.0,67.0,57.0,319.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,78.0,59.0,67.0,68.0,74.0,348.0,Computador + internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,Si,Si,68.0,63.0,59.0,74.0,68.0,338.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,51.0,30.0,40.0,35.0,28.0,182.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,49.0,53.0,64.0,47.0,50.0,254.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,67.0,48.0,50.0,59.0,55.0,283.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,67.0,48.0,50.0,59.0,55.0,283.0,Solo internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,52.0,47.0,43.0,51.0,41.0,237.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,56.0,54.0,57.0,48.0,61.0,274.0,Computador + internet
SANTANDER,CONTRATACION,SANTANDER,SANTANDER,Si,No,44.0,49.0,52.0,38.0,53.0,232.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,55.0,62.0,60.0,52.0,46.0,273.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,47.0,43.0,46.0,41.0,37.0,212.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,47.0,43.0,46.0,41.0,37.0,212.0,Solo internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,42.0,41.0,40.0,44.0,36.0,204.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,44.0,39.0,45.0,41.0,34.0,200.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,44.0,39.0,45.0,41.0,34.0,200.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,100.0,68.0,75.0,69.0,67.0,380.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,100.0,68.0,75.0,69.0,67.0,380.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,Si,61.0,60.0,48.0,63.0,62.0,302.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,Si,61.0,60.0,48.0,63.0,62.0,302.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,46.0,49.0,44.0,37.0,40.0,216.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,52.0,46.0,46.0,56.0,45.0,247.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,52.0,46.0,46.0,56.0,45.0,247.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,72.0,67.0,53.0,70.0,65.0,337.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,59.0,63.0,67.0,71.0,65.0,323.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,59.0,63.0,67.0,71.0,65.0,323.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,58.0,42.0,46.0,52.0,50.0,251.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,54.0,61.0,51.0,59.0,55.0,284.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,54.0,56.0,50.0,50.0,59.0,272.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,51.0,49.0,51.0,54.0,46.0,250.0,Solo internet
