cole_depto_ubicacion,cole_mcpio_ubicacion,estu_depto_presentacion,estu_depto_reside,fami_tienecomputador,fami_tieneinternet,punt_matematicas,punt_lectura_critica,punt_ingles,punt_c_naturales,punt_sociales_ciudadanas,punt_global,grupo_tec
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,38.0,46.0,35.0,33.0,44.0,199.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,46.0,56.0,55.0,50.0,49.0,253.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,46.0,51.0,37.0,47.0,34.0,220.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,65.0,66.0,70.0,62.0,67.0,327.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,64.0,57.0,60.0,61.0,56.0,298.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,70.0,76.0,81.0,70.0,71.0,362.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,50.0,49.0,61.0,47.0,53.0,253.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,41.0,45.0,64.0,45.0,43.0,225.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,76.0,72.0,76.0,72.0,71.0,365.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,64.0,50.0,67.0,57.0,40.0,269.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,53.0,43.0,42.0,48.0,37.0,225.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,63.0,60.0,64.0,61.0,62.0,308.0,Solo internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,58.0,56.0,58.0,54.0,56.0,281.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,66.0,66.0,45.0,53.0,53.0,292.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,36.0,48.0,33.0,42.0,35.0,198.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,63.0,59.0,61.0,61.0,52.0,295.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,43.0,61.0,48.0,46.0,38.0,235.0,Solo internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,Si,59.0,65.0,60.0,57.0,55.0,295.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,60.0,66.0,56.0,50.0,51.0,283.0,Computador + internet
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,No,No,45.0,50.0,47.0,41.0,36.0,217.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,70.0,68.0,73.0,67.0,76.0,352.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,35.0,42.0,28.0,48.0,43.0,205.0,Sin acceso
SANTANDER,CONFINES,SANTANDER,SANTANDER,No,Si,40.0,49.0,37.0,50.0,31.0,210.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,54.0,51.0,49.0,45.0,41.0,239.0,Sin acceso
SANTANDER,TONA,SANTANDER,SANTANDER,Si,Si,65.0,66.0,63.0,66.0,64.0,325.0,Computador + internet
SANTANDER,MOGOTES,SANTANDER,SANTANDER,No,No,56.0,45.0,41.0,53.0,37.0,236.0,Sin acceso
SANTANDER,OIBA,SANTANDER,SANTANDER,No,No,69.0,62.0,46.0,51.0,48.0,283.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,61.0,57.0,57.0,64.0,298.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,53.0,52.0,43.0,48.0,47.0,247.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,34.0,39.0,39.0,40.0,37.0,188.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,Si,40.0,41.0,42.0,39.0,36.0,196.0,Solo internet
SANTANDER,VALLE DE SAN JOSE,SANTANDER,SANTANDER,Si,Si,39.0,50.0,40.0,46.0,47.0,225.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,62.0,53.0,57.0,52.0,46.0,268.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,46.0,39.0,42.0,37.0,30.0,192.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,48.0,45.0,46.0,58.0,43.0,242.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,82.0,67.0,83.0,78.0,77.0,383.0,Computador + internet
SANTANDER,CAPITANEJO,SANTANDER,SANTANDER,No,No,69.0,61.0,56.0,48.0,63.0,300.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,73.0,66.0,56.0,68.0,62.0,332.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,100.0,68.0,72.0,72.0,71.0,387.0,Computador + internet
SANTANDER,CHIPATA,SANTANDER,SANTANDER,No,No,66.0,53.0,55.0,50.0,55.0,280.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,22.0,38.0,36.0,32.0,29.0,153.0,Sin acceso
SANTANDER,TONA,SANTANDER,SANTANDER,Si,Si,63.0,73.0,64.0,68.0,65.0,335.0,Computador + internet
SANTANDER,SAN BENITO,SANTANDER,SANTANDER,Si,No,56.0,59.0,39.0,55.0,53.0,272.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,56.0,58.0,53.0,39.0,56.0,262.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,53.0,59.0,72.0,45.0,50.0,267.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,53.0,46.0,53.0,57.0,52.0,260.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,71.0,68.0,59.0,51.0,309.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,58.0,64.0,52.0,59.0,60.0,298.0,Computador + internet
SANTANDER,TONA,SANTANDER,SANTANDER,No,No,42.0,50.0,52.0,43.0,46.0,229.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,54.0,54.0,43.0,43.0,45.0,243.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,62.0,51.0,49.0,53.0,54.0,273.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,60.0,60.0,43.0,48.0,50.0,268.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,81.0,67.0,79.0,75.0,68.0,366.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,54.0,47.0,54.0,48.0,35.0,233.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,68.0,71.0,57.0,61.0,309.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,74.0,61.0,71.0,68.0,351.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,66.0,70.0,66.0,65.0,57.0,323.0,Solo internet
SANTANDER,VALLE DE SAN JOSE,SANTANDER,SANTANDER,No,No,67.0,66.0,40.0,57.0,57.0,300.0,Sin acceso
SANTANDER,CHARALA,SANTANDER,SANTANDER,Si,Si,56.0,53.0,36.0,62.0,60.0,280.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,No,56.0,56.0,45.0,56.0,52.0,271.0,Solo computador
SANTANDER,EL PENON,SANTANDER,SANTANDER,No,No,59.0,35.0,36.0,37.0,32.0,202.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,49.0,50.0,47.0,50.0,41.0,237.0,Solo internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,55.0,47.0,53.0,48.0,49.0,250.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,36.0,59.0,45.0,43.0,35.0,217.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,Si,62.0,58.0,54.0,60.0,49.0,285.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,39.0,49.0,36.0,44.0,33.0,204.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,44.0,53.0,41.0,59.0,45.0,248.0,Solo internet
SANTANDER,OIBA,SANTANDER,SANTANDER,No,No,51.0,52.0,37.0,50.0,54.0,253.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,68.0,64.0,60.0,56.0,55.0,303.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,59.0,58.0,56.0,65.0,51.0,290.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,50.0,61.0,57.0,56.0,38.0,258.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,50.0,39.0,37.0,46.0,30.0,205.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,54.0,53.0,50.0,48.0,52.0,258.0,Solo internet
SANTANDER,MACARAVITA,SANTANDER,SANTANDER,No,No,65.0,50.0,35.0,56.0,59.0,279.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,60.0,69.0,54.0,48.0,287.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,36.0,37.0,42.0,37.0,31.0,179.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,40.0,33.0,50.0,51.0,230.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,50.0,34.0,35.0,41.0,36.0,199.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,58.0,50.0,56.0,44.0,51.0,256.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,54.0,59.0,56.0,47.0,47.0,260.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,55.0,49.0,42.0,59.0,51.0,263.0,Solo internet
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,42.0,39.0,37.0,41.0,43.0,205.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,44.0,36.0,36.0,44.0,27.0,188.0,Solo internet
SANTANDER,PALMAR,SANTANDER,SANTANDER,No,No,58.0,52.0,54.0,56.0,50.0,270.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,48.0,57.0,67.0,53.0,53.0,269.0,Solo internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,46.0,38.0,34.0,44.0,44.0,212.0,Computador + internet
SANTANDER,CIMITARRA,BOYACA,SANTANDER,No,No,56.0,54.0,46.0,48.0,50.0,258.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,74.0,65.0,64.0,65.0,63.0,333.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,50.0,54.0,46.0,41.0,49.0,242.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,45.0,54.0,43.0,50.0,43.0,238.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,70.0,69.0,65.0,57.0,330.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,82.0,79.0,70.0,68.0,70.0,372.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,41.0,45.0,36.0,38.0,35.0,197.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,50.0,48.0,40.0,26.0,212.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,70.0,81.0,83.0,73.0,68.0,369.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,47.0,57.0,51.0,50.0,54.0,260.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,Si,71.0,65.0,60.0,68.0,64.0,332.0,Solo internet
SANTANDER,OIBA,SANTANDER,SANTANDER,Si,Si,50.0,50.0,46.0,49.0,47.0,244.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,67.0,69.0,75.0,74.0,73.0,355.0,Computador + internet
SANTANDER,EL CARMEN DE CHUCURI,SANTANDER,SANTANDER,No,No,51.0,63.0,53.0,55.0,62.0,287.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,No,41.0,40.0,40.0,35.0,24.0,177.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,62.0,64.0,60.0,60.0,65.0,313.0,Sin acceso
SANTANDER,PALMAR,SANTANDER,SANTANDER,Si,Si,64.0,53.0,61.0,56.0,50.0,281.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,100.0,80.0,80.0,74.0,70.0,405.0,Computador + internet
SANTANDER,CONCEPCION,SANTANDER,SANTANDER,No,Si,63.0,64.0,47.0,54.0,54.0,289.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,76.0,72.0,71.0,63.0,350.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,76.0,74.0,67.0,68.0,71.0,359.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,No,50.0,57.0,52.0,58.0,60.0,280.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,No,35.0,48.0,35.0,45.0,36.0,203.0,Solo computador
SANTANDER,PUERTO PARRA,SANTANDER,SANTANDER,No,Si,47.0,50.0,44.0,46.0,44.0,233.0,Solo internet
SANTANDER,VELEZ,SANTANDER,SANTANDER,Si,Si,43.0,46.0,33.0,44.0,43.0,216.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,52.0,64.0,54.0,58.0,49.0,278.0,Solo internet
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,Si,Si,47.0,36.0,30.0,49.0,39.0,209.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,70.0,64.0,60.0,63.0,57.0,316.0,Computador + internet
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,No,No,75.0,70.0,57.0,60.0,62.0,330.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,29.0,36.0,31.0,39.0,44.0,183.0,Solo internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,No,Si,67.0,63.0,53.0,59.0,50.0,296.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,59.0,68.0,59.0,48.0,58.0,292.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,68.0,79.0,73.0,66.0,351.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,46.0,41.0,34.0,38.0,40.0,203.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,71.0,100.0,68.0,68.0,69.0,382.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,67.0,64.0,70.0,64.0,65.0,327.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,51.0,56.0,60.0,48.0,57.0,268.0,Computador + internet
SANTANDER,ALBANIA,SANTANDER,SANTANDER,No,No,35.0,45.0,41.0,40.0,29.0,188.0,Sin acceso
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,Si,No,44.0,44.0,34.0,44.0,39.0,210.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,55.0,66.0,59.0,52.0,54.0,285.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,61.0,47.0,44.0,46.0,53.0,256.0,Sin acceso
SANTANDER,ARATOCA,SANTANDER,SANTANDER,Si,Si,65.0,61.0,64.0,63.0,66.0,319.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,53.0,71.0,53.0,58.0,61.0,301.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,51.0,47.0,36.0,42.0,39.0,220.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,60.0,59.0,63.0,52.0,54.0,284.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,52.0,51.0,51.0,48.0,43.0,243.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,Si,51.0,33.0,35.0,43.0,45.0,212.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,73.0,67.0,78.0,70.0,66.0,348.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,50.0,55.0,52.0,45.0,42.0,242.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,37.0,38.0,47.0,41.0,36.0,193.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,65.0,65.0,66.0,64.0,67.0,327.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,23.0,41.0,40.0,36.0,34.0,170.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,47.0,52.0,49.0,54.0,50.0,253.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,No,55.0,62.0,51.0,56.0,57.0,285.0,Sin acceso
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,56.0,53.0,57.0,55.0,56.0,276.0,Sin acceso
SANTANDER,LA PAZ,SANTANDER,SANTANDER,No,No,61.0,49.0,39.0,43.0,51.0,250.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,49.0,61.0,40.0,46.0,46.0,248.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,Si,Si,59.0,61.0,33.0,54.0,43.0,263.0,Computador + internet
SANTANDER,JORDAN,SANTANDER,SANTANDER,Si,Si,70.0,60.0,50.0,64.0,58.0,310.0,Computador + internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,No,No,55.0,52.0,37.0,50.0,41.0,243.0,Sin acceso
SANTANDER,SUCRE,SANTANDER,SANTANDER,No,No,63.0,73.0,70.0,66.0,67.0,337.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,68.0,64.0,64.0,41.0,306.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,Si,57.0,51.0,50.0,47.0,48.0,253.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,33.0,36.0,39.0,39.0,36.0,181.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,61.0,62.0,56.0,57.0,52.0,289.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,67.0,64.0,62.0,60.0,315.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,56.0,70.0,77.0,66.0,65.0,326.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,59.0,66.0,73.0,60.0,58.0,308.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,32.0,41.0,40.0,39.0,34.0,184.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,40.0,51.0,42.0,46.0,56.0,239.0,Computador + internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,No,Si,43.0,37.0,36.0,35.0,44.0,197.0,Solo internet
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,Si,Si,40.0,43.0,47.0,41.0,42.0,210.0,Computador + internet
SANTANDER,LOS SANTOS,SANTANDER,SANTANDER,Si,Si,64.0,55.0,53.0,56.0,58.0,289.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,No,51.0,62.0,44.0,46.0,54.0,263.0,Sin acceso
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,70.0,68.0,61.0,66.0,66.0,335.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,50.0,59.0,43.0,37.0,45.0,237.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,81.0,71.0,77.0,73.0,76.0,377.0,Computador + internet
SANTANDER,SUAITA,SANTANDER,SANTANDER,No,No,40.0,35.0,44.0,40.0,37.0,192.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,53.0,52.0,49.0,49.0,42.0,245.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,55.0,57.0,54.0,50.0,53.0,269.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,55.0,57.0,54.0,50.0,53.0,269.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,60.0,52.0,52.0,55.0,36.0,254.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,60.0,52.0,52.0,55.0,36.0,254.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,64.0,72.0,100.0,58.0,73.0,347.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,60.0,54.0,52.0,63.0,55.0,288.0,Sin acceso
SANTANDER,GUACA,SANTANDER,SANTANDER,No,No,32.0,54.0,53.0,51.0,58.0,245.0,Sin acceso
SANTANDER,CONTRATACION,SANTANDER,SANTANDER,No,No,36.0,46.0,0.0,43.0,48.0,199.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,61.0,61.0,54.0,61.0,61.0,302.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,74.0,78.0,72.0,76.0,368.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,74.0,78.0,72.0,76.0,368.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,47.0,43.0,43.0,36.0,217.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,47.0,43.0,43.0,36.0,217.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,65.0,40.0,55.0,49.0,276.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,65.0,40.0,55.0,49.0,276.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,52.0,54.0,51.0,48.0,42.0,245.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,90.0,71.0,88.0,83.0,81.0,409.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,No,40.0,50.0,41.0,45.0,37.0,214.0,Sin acceso
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,No,40.0,50.0,41.0,45.0,37.0,214.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,60.0,58.0,73.0,39.0,42.0,258.0,Computador + internet
SANTANDER,FLORIDABLANCA,CESAR,SANTANDER,Si,Si,40.0,36.0,44.0,47.0,40.0,204.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,82.0,71.0,80.0,80.0,76.0,387.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,44.0,53.0,50.0,41.0,243.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,51.0,53.0,62.0,60.0,293.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,43.0,52.0,52.0,48.0,51.0,244.0,Solo internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,43.0,52.0,52.0,48.0,51.0,244.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,69.0,56.0,58.0,49.0,55.0,287.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,69.0,56.0,58.0,49.0,55.0,287.0,Computador + internet
SANTANDER,CONCEPCION,NORTE SANTANDER,SANTANDER,No,No,45.0,44.0,39.0,44.0,46.0,222.0,Sin acceso
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,Si,No,67.0,60.0,47.0,69.0,57.0,310.0,Solo computador
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,Si,No,67.0,60.0,47.0,69.0,57.0,310.0,Solo computador
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,42.0,55.0,42.0,54.0,47.0,245.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,35.0,62.0,56.0,50.0,56.0,256.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,35.0,62.0,56.0,50.0,56.0,256.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,56.0,51.0,51.0,57.0,51.0,268.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,77.0,72.0,55.0,67.0,62.0,342.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,77.0,72.0,55.0,67.0,62.0,342.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,51.0,46.0,44.0,44.0,39.0,225.0,Solo computador
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,40.0,47.0,41.0,44.0,57.0,233.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,31.0,37.0,47.0,46.0,34.0,189.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,57.0,62.0,47.0,55.0,55.0,282.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,64.0,48.0,39.0,64.0,60.0,287.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,63.0,56.0,65.0,62.0,59.0,302.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,52.0,56.0,44.0,51.0,44.0,251.0,Computador + internet
